datum,kraj_nuts_kod,okres_lau_kod,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti
2020-07-16,CZ080,CZ0805,244,208,10
2020-07-16,CZ080,CZ0806,719,562,36
2020-07-17,CZ010,CZ0100,2599,2339,109
2020-07-17,CZ020,CZ020A,233,202,4
2020-07-17,CZ020,CZ020B,53,46,2
2020-07-17,CZ020,CZ020C,21,21,0
2020-07-17,CZ020,CZ0201,94,90,1
2020-07-17,CZ020,CZ0202,93,89,1
2020-07-17,CZ020,CZ0203,134,124,6
2020-07-17,CZ020,CZ0204,98,82,1
2020-07-17,CZ020,CZ0205,92,42,0
2020-07-17,CZ020,CZ0206,133,110,2
2020-07-17,CZ020,CZ0207,62,55,1
2020-07-17,CZ020,CZ0208,86,75,1
2020-07-17,CZ020,CZ0209,268,244,4
2020-07-17,CZ031,CZ0311,44,43,0
2020-07-17,CZ031,CZ0312,23,23,0
2020-07-17,CZ031,CZ0313,25,20,0
2020-07-17,CZ031,CZ0314,17,15,0
2020-07-17,CZ031,CZ0315,44,35,5
2020-07-17,CZ031,CZ0316,40,39,1
2020-07-17,CZ031,CZ0317,22,18,0
2020-07-17,CZ032,CZ0321,354,347,8
2020-07-17,CZ032,CZ0322,91,89,0
2020-07-17,CZ032,CZ0323,110,104,2
2020-07-17,CZ032,CZ0324,42,37,5
2020-07-17,CZ032,CZ0325,23,21,0
2020-07-17,CZ032,CZ0326,8,8,0
2020-07-17,CZ032,CZ0327,52,50,2
2020-07-17,CZ041,CZ0411,317,282,35
2020-07-17,CZ041,CZ0412,85,82,3
2020-07-17,CZ041,CZ0413,71,71,0
2020-07-17,CZ042,CZ0421,48,48,0
2020-07-17,CZ042,CZ0422,29,27,1
2020-07-17,CZ042,CZ0423,269,257,11
2020-07-17,CZ042,CZ0424,28,25,3
2020-07-17,CZ042,CZ0425,43,36,6
2020-07-17,CZ042,CZ0426,63,62,0
2020-07-17,CZ042,CZ0427,86,86,0
2020-07-17,CZ051,CZ0511,18,11,0
2020-07-17,CZ051,CZ0512,112,83,2
2020-07-17,CZ051,CZ0513,156,117,2
2020-07-17,CZ051,CZ0514,47,42,1
2020-07-17,CZ052,CZ0521,82,74,1
2020-07-17,CZ052,CZ0522,34,25,1
2020-07-17,CZ052,CZ0523,72,69,0
2020-07-17,CZ052,CZ0524,22,19,1
2020-07-17,CZ052,CZ0525,34,31,1
2020-07-17,CZ053,CZ0531,101,92,0
2020-07-17,CZ053,CZ0532,162,147,5
2020-07-17,CZ053,CZ0533,41,36,3
2020-07-17,CZ053,CZ0534,31,24,2
2020-07-17,CZ063,CZ0631,97,92,3
2020-07-17,CZ063,CZ0632,51,18,0
2020-07-17,CZ063,CZ0633,2,2,0
2020-07-17,CZ063,CZ0634,37,33,1
2020-07-17,CZ063,CZ0635,48,43,0
2020-07-17,CZ064,CZ0641,36,36,0
2020-07-17,CZ064,CZ0642,314,270,5
2020-07-17,CZ064,CZ0643,103,91,3
2020-07-17,CZ064,CZ0644,128,107,14
2020-07-17,CZ064,CZ0645,26,16,0
2020-07-17,CZ064,CZ0646,45,42,0
2020-07-17,CZ064,CZ0647,95,78,0
2020-07-17,CZ071,CZ0711,10,10,0
2020-07-17,CZ071,CZ0712,693,642,22
2020-07-17,CZ071,CZ0713,88,82,0
2020-07-17,CZ071,CZ0714,89,86,1
2020-07-17,CZ071,CZ0715,53,53,0
2020-07-17,CZ072,CZ0721,44,39,0
2020-07-17,CZ072,CZ0722,174,143,2
2020-07-17,CZ072,CZ0723,66,51,0
2020-07-17,CZ072,CZ0724,153,147,2
2020-07-17,CZ080,CZ0801,29,27,1
2020-07-17,CZ080,CZ0802,618,469,11
2020-07-17,CZ080,CZ0803,2049,1589,9
2020-07-17,CZ080,CZ0804,167,116,6
2020-07-17,CZ080,CZ0805,245,208,10
2020-07-17,CZ080,CZ0806,723,582,36
2020-07-18,CZ010,CZ0100,2615,2343,109
2020-07-18,CZ020,CZ020A,235,202,4
2020-07-18,CZ020,CZ020B,53,46,2
2020-07-18,CZ020,CZ020C,21,21,0
2020-07-18,CZ020,CZ0201,94,91,1
2020-07-18,CZ020,CZ0202,94,89,1
2020-07-18,CZ020,CZ0203,134,124,6
2020-07-18,CZ020,CZ0204,98,82,1
2020-07-18,CZ020,CZ0205,92,45,0
2020-07-18,CZ020,CZ0206,138,110,2
2020-07-18,CZ020,CZ0207,62,55,1
2020-07-18,CZ020,CZ0208,87,75,1
2020-07-18,CZ020,CZ0209,271,246,4
2020-07-18,CZ031,CZ0311,44,43,0
2020-07-18,CZ031,CZ0312,23,23,0
2020-07-18,CZ031,CZ0313,25,20,0
2020-07-18,CZ031,CZ0314,17,15,0
2020-07-18,CZ031,CZ0315,44,35,5
2020-07-18,CZ031,CZ0316,40,39,1
2020-07-18,CZ031,CZ0317,22,18,0
2020-07-18,CZ032,CZ0321,354,347,8
2020-07-18,CZ032,CZ0322,91,89,0
2020-07-18,CZ032,CZ0323,112,104,2
2020-07-18,CZ032,CZ0324,42,37,5
2020-07-18,CZ032,CZ0325,24,21,0
2020-07-18,CZ032,CZ0326,8,8,0
2020-07-18,CZ032,CZ0327,52,50,2
2020-07-18,CZ041,CZ0411,317,282,35
2020-07-18,CZ041,CZ0412,85,82,3
2020-07-18,CZ041,CZ0413,71,71,0
2020-07-18,CZ042,CZ0421,48,48,0
2020-07-18,CZ042,CZ0422,29,27,1
2020-07-18,CZ042,CZ0423,269,257,11
2020-07-18,CZ042,CZ0424,28,25,3
2020-07-18,CZ042,CZ0425,43,36,6
2020-07-18,CZ042,CZ0426,63,62,0
2020-07-18,CZ042,CZ0427,86,86,0
2020-07-18,CZ051,CZ0511,18,11,0
2020-07-18,CZ051,CZ0512,112,83,2
2020-07-18,CZ051,CZ0513,156,118,2
2020-07-18,CZ051,CZ0514,47,42,1
2020-07-18,CZ052,CZ0521,82,74,1
2020-07-18,CZ052,CZ0522,34,25,1
2020-07-18,CZ052,CZ0523,72,69,0
2020-07-18,CZ052,CZ0524,22,19,1
2020-07-18,CZ052,CZ0525,34,31,1
2020-07-18,CZ053,CZ0531,101,92,0
2020-07-18,CZ053,CZ0532,162,147,5
2020-07-18,CZ053,CZ0533,41,36,3
2020-07-18,CZ053,CZ0534,31,24,2
2020-07-18,CZ063,CZ0631,97,92,3
2020-07-18,CZ063,CZ0632,51,18,0
2020-07-18,CZ063,CZ0633,2,2,0
2020-07-18,CZ063,CZ0634,38,33,1
2020-07-18,CZ063,CZ0635,50,43,0
2020-07-18,CZ064,CZ0641,36,36,0
2020-07-18,CZ064,CZ0642,317,271,5
2020-07-18,CZ064,CZ0643,103,91,3
2020-07-18,CZ064,CZ0644,131,107,14
2020-07-18,CZ064,CZ0645,26,16,0
2020-07-18,CZ064,CZ0646,46,42,0
2020-07-18,CZ064,CZ0647,95,78,0
2020-07-18,CZ071,CZ0711,10,10,0
2020-07-18,CZ071,CZ0712,693,642,22
2020-07-18,CZ071,CZ0713,88,82,0
2020-07-18,CZ071,CZ0714,89,86,1
2020-07-18,CZ071,CZ0715,53,53,0
2020-07-18,CZ072,CZ0721,44,39,0
2020-07-18,CZ072,CZ0722,176,143,2
2020-07-18,CZ072,CZ0723,66,51,0
2020-07-18,CZ072,CZ0724,153,147,2
2020-07-18,CZ080,CZ0801,29,27,1
2020-07-18,CZ080,CZ0802,646,473,11
2020-07-18,CZ080,CZ0803,2070,1630,9
2020-07-18,CZ080,CZ0804,168,121,6
2020-07-18,CZ080,CZ0805,245,212,10
2020-07-18,CZ080,CZ0806,729,587,36
2020-07-19,CZ010,CZ0100,2641,2350,109
2020-07-19,CZ020,CZ020A,238,203,4
2020-07-19,CZ020,CZ020B,54,46,2
2020-07-19,CZ020,CZ020C,21,21,0
2020-07-19,CZ020,CZ0201,94,91,1
2020-07-19,CZ020,CZ0202,96,89,1
2020-07-19,CZ020,CZ0203,134,124,6
2020-07-19,CZ020,CZ0204,98,82,1
2020-07-19,CZ020,CZ0205,92,46,0
2020-07-19,CZ020,CZ0206,139,110,2
2020-07-19,CZ020,CZ0207,62,55,1
2020-07-19,CZ020,CZ0208,87,75,2
2020-07-19,CZ020,CZ0209,277,250,4
2020-07-19,CZ031,CZ0311,44,43,0
2020-07-19,CZ031,CZ0312,23,23,0
2020-07-19,CZ031,CZ0313,25,20,0
2020-07-19,CZ031,CZ0314,17,15,0
2020-07-19,CZ031,CZ0315,44,35,5
2020-07-19,CZ031,CZ0316,40,39,1
2020-07-19,CZ031,CZ0317,22,18,0
2020-07-19,CZ032,CZ0321,354,347,8
2020-07-19,CZ032,CZ0322,91,89,0
2020-07-19,CZ032,CZ0323,112,104,2
2020-07-19,CZ032,CZ0324,42,37,5
2020-07-19,CZ032,CZ0325,24,21,0
2020-07-19,CZ032,CZ0326,8,8,0
2020-07-19,CZ032,CZ0327,52,50,2
2020-07-19,CZ041,CZ0411,317,282,35
2020-07-19,CZ041,CZ0412,85,82,3
2020-07-19,CZ041,CZ0413,71,71,0
2020-07-19,CZ042,CZ0421,49,48,0
2020-07-19,CZ042,CZ0422,29,27,1
2020-07-19,CZ042,CZ0423,269,257,11
2020-07-19,CZ042,CZ0424,28,25,3
2020-07-19,CZ042,CZ0425,43,36,6
2020-07-19,CZ042,CZ0426,63,62,0
2020-07-19,CZ042,CZ0427,86,86,0
2020-07-19,CZ051,CZ0511,18,11,0
2020-07-19,CZ051,CZ0512,113,83,2
2020-07-19,CZ051,CZ0513,156,118,2
2020-07-19,CZ051,CZ0514,47,42,1
2020-07-19,CZ052,CZ0521,83,74,1
2020-07-19,CZ052,CZ0522,34,25,1
2020-07-19,CZ052,CZ0523,72,69,0
2020-07-19,CZ052,CZ0524,22,19,1
2020-07-19,CZ052,CZ0525,34,31,1
2020-07-19,CZ053,CZ0531,101,92,0
2020-07-19,CZ053,CZ0532,162,147,5
2020-07-19,CZ053,CZ0533,41,36,3
2020-07-19,CZ053,CZ0534,32,24,2
2020-07-19,CZ063,CZ0631,98,92,3
2020-07-19,CZ063,CZ0632,53,18,0
2020-07-19,CZ063,CZ0633,2,2,0
2020-07-19,CZ063,CZ0634,38,33,1
2020-07-19,CZ063,CZ0635,51,43,0
2020-07-19,CZ064,CZ0641,36,36,0
2020-07-19,CZ064,CZ0642,317,272,5
2020-07-19,CZ064,CZ0643,103,91,3
2020-07-19,CZ064,CZ0644,131,107,14
2020-07-19,CZ064,CZ0645,26,16,0
2020-07-19,CZ064,CZ0646,46,43,0
2020-07-19,CZ064,CZ0647,95,78,0
2020-07-19,CZ071,CZ0711,10,10,0
2020-07-19,CZ071,CZ0712,693,642,22
2020-07-19,CZ071,CZ0713,88,82,0
2020-07-19,CZ071,CZ0714,89,86,1
2020-07-19,CZ071,CZ0715,53,53,0
2020-07-19,CZ072,CZ0721,44,39,0
2020-07-19,CZ072,CZ0722,185,143,2
2020-07-19,CZ072,CZ0723,66,51,0
2020-07-19,CZ072,CZ0724,154,147,2
2020-07-19,CZ080,CZ0801,29,27,1
2020-07-19,CZ080,CZ0802,653,475,11
2020-07-19,CZ080,CZ0803,2085,1652,9
2020-07-19,CZ080,CZ0804,171,121,6
2020-07-19,CZ080,CZ0805,245,214,10
2020-07-19,CZ080,CZ0806,733,592,36
2020-07-20,CZ010,CZ0100,2665,2354,109
2020-07-20,CZ020,CZ020A,240,207,4
2020-07-20,CZ020,CZ020B,54,46,2
2020-07-20,CZ020,CZ020C,21,21,0
2020-07-20,CZ020,CZ0201,95,91,1
2020-07-20,CZ020,CZ0202,97,90,1
2020-07-20,CZ020,CZ0203,135,124,6
2020-07-20,CZ020,CZ0204,98,83,1
2020-07-20,CZ020,CZ0205,92,46,0
2020-07-20,CZ020,CZ0206,141,110,2
2020-07-20,CZ020,CZ0207,62,55,1
2020-07-20,CZ020,CZ0208,89,75,2
2020-07-20,CZ020,CZ0209,282,250,4
2020-07-20,CZ031,CZ0311,47,43,0
2020-07-20,CZ031,CZ0312,23,23,0
2020-07-20,CZ031,CZ0313,33,20,0
2020-07-20,CZ031,CZ0314,18,15,0
2020-07-20,CZ031,CZ0315,44,36,5
2020-07-20,CZ031,CZ0316,41,39,1
2020-07-20,CZ031,CZ0317,22,18,0
2020-07-20,CZ032,CZ0321,354,347,8
2020-07-20,CZ032,CZ0322,91,89,0
2020-07-20,CZ032,CZ0323,112,105,2
2020-07-20,CZ032,CZ0324,42,37,5
2020-07-20,CZ032,CZ0325,24,21,0
2020-07-20,CZ032,CZ0326,8,8,0
2020-07-20,CZ032,CZ0327,52,50,2
2020-07-20,CZ041,CZ0411,317,282,35
2020-07-20,CZ041,CZ0412,85,82,3
2020-07-20,CZ041,CZ0413,71,71,0
2020-07-20,CZ042,CZ0421,49,48,0
2020-07-20,CZ042,CZ0422,29,27,1
2020-07-20,CZ042,CZ0423,270,257,11
2020-07-20,CZ042,CZ0424,28,25,3
2020-07-20,CZ042,CZ0425,43,36,6
2020-07-20,CZ042,CZ0426,63,62,0
2020-07-20,CZ042,CZ0427,86,86,0
2020-07-20,CZ051,CZ0511,18,11,0
2020-07-20,CZ051,CZ0512,121,85,2
2020-07-20,CZ051,CZ0513,156,120,2
2020-07-20,CZ051,CZ0514,48,44,1
2020-07-20,CZ052,CZ0521,84,74,1
2020-07-20,CZ052,CZ0522,34,25,1
2020-07-20,CZ052,CZ0523,72,69,0
2020-07-20,CZ052,CZ0524,22,19,1
2020-07-20,CZ052,CZ0525,36,31,1
2020-07-20,CZ053,CZ0531,101,95,0
2020-07-20,CZ053,CZ0532,163,148,5
2020-07-20,CZ053,CZ0533,41,36,3
2020-07-20,CZ053,CZ0534,33,24,2
2020-07-20,CZ063,CZ0631,100,92,3
2020-07-20,CZ063,CZ0632,55,19,0
2020-07-20,CZ063,CZ0633,2,2,0
2020-07-20,CZ063,CZ0634,38,33,1
2020-07-20,CZ063,CZ0635,53,43,0
2020-07-20,CZ064,CZ0641,36,36,0
2020-07-20,CZ064,CZ0642,326,281,5
2020-07-20,CZ064,CZ0643,105,91,3
2020-07-20,CZ064,CZ0644,134,107,14
2020-07-20,CZ064,CZ0645,27,16,0
2020-07-20,CZ064,CZ0646,46,43,0
2020-07-20,CZ064,CZ0647,97,78,0
2020-07-20,CZ071,CZ0711,10,10,0
2020-07-20,CZ071,CZ0712,694,643,22
2020-07-20,CZ071,CZ0713,88,82,0
2020-07-20,CZ071,CZ0714,89,87,1
2020-07-20,CZ071,CZ0715,53,53,0
2020-07-20,CZ072,CZ0721,44,39,0
2020-07-20,CZ072,CZ0722,185,143,2
2020-07-20,CZ072,CZ0723,66,52,0
2020-07-20,CZ072,CZ0724,155,148,2
2020-07-20,CZ080,CZ0801,29,27,1
2020-07-20,CZ080,CZ0802,664,484,11
2020-07-20,CZ080,CZ0803,2131,1707,9
2020-07-20,CZ080,CZ0804,172,122,6
2020-07-20,CZ080,CZ0805,247,214,10
2020-07-20,CZ080,CZ0806,736,604,36
2020-07-21,CZ010,CZ0100,2727,2369,109
2020-07-21,CZ020,CZ020A,247,209,4
2020-07-21,CZ020,CZ020B,54,46,2
2020-07-21,CZ020,CZ020C,21,21,0
2020-07-21,CZ020,CZ0201,95,91,1
2020-07-21,CZ020,CZ0202,100,90,1
2020-07-21,CZ020,CZ0203,137,124,6
2020-07-21,CZ020,CZ0204,98,83,1
2020-07-21,CZ020,CZ0205,92,47,0
2020-07-21,CZ020,CZ0206,143,110,2
2020-07-21,CZ020,CZ0207,62,58,1
2020-07-21,CZ020,CZ0208,92,75,2
2020-07-21,CZ020,CZ0209,288,250,4
2020-07-21,CZ031,CZ0311,48,43,0
2020-07-21,CZ031,CZ0312,23,23,0
2020-07-21,CZ031,CZ0313,33,21,0
2020-07-21,CZ031,CZ0314,18,15,0
2020-07-21,CZ031,CZ0315,44,36,5
2020-07-21,CZ031,CZ0316,42,39,1
2020-07-21,CZ031,CZ0317,22,18,0
2020-07-21,CZ032,CZ0321,354,347,8
2020-07-21,CZ032,CZ0322,92,89,0
2020-07-21,CZ032,CZ0323,112,105,2
2020-07-21,CZ032,CZ0324,42,37,5
2020-07-21,CZ032,CZ0325,24,21,0
2020-07-21,CZ032,CZ0326,8,8,0
2020-07-21,CZ032,CZ0327,53,50,2
2020-07-21,CZ041,CZ0411,317,282,35
2020-07-21,CZ041,CZ0412,88,82,3
2020-07-21,CZ041,CZ0413,71,71,0
2020-07-21,CZ042,CZ0421,51,48,0
2020-07-21,CZ042,CZ0422,29,27,1
2020-07-21,CZ042,CZ0423,273,257,11
2020-07-21,CZ042,CZ0424,28,25,3
2020-07-21,CZ042,CZ0425,43,36,6
2020-07-21,CZ042,CZ0426,64,62,0
2020-07-21,CZ042,CZ0427,87,86,0
2020-07-21,CZ051,CZ0511,18,11,0
2020-07-21,CZ051,CZ0512,123,85,2
2020-07-21,CZ051,CZ0513,157,121,2
2020-07-21,CZ051,CZ0514,48,44,1
2020-07-21,CZ052,CZ0521,84,75,1
2020-07-21,CZ052,CZ0522,34,27,1
2020-07-21,CZ052,CZ0523,72,69,0
2020-07-21,CZ052,CZ0524,22,19,1
2020-07-21,CZ052,CZ0525,36,31,1
2020-07-21,CZ053,CZ0531,103,95,0
2020-07-21,CZ053,CZ0532,163,148,5
2020-07-21,CZ053,CZ0533,44,36,3
2020-07-21,CZ053,CZ0534,33,24,2
2020-07-21,CZ063,CZ0631,101,92,3
2020-07-21,CZ063,CZ0632,59,19,0
2020-07-21,CZ063,CZ0633,2,2,0
2020-07-21,CZ063,CZ0634,38,34,1
2020-07-21,CZ063,CZ0635,53,43,0
2020-07-21,CZ064,CZ0641,38,36,0
2020-07-21,CZ064,CZ0642,334,283,5
2020-07-21,CZ064,CZ0643,105,93,3
2020-07-21,CZ064,CZ0644,140,107,14
2020-07-21,CZ064,CZ0645,27,16,0
2020-07-21,CZ064,CZ0646,46,43,0
2020-07-21,CZ064,CZ0647,102,78,0
2020-07-21,CZ071,CZ0711,10,10,0
2020-07-21,CZ071,CZ0712,696,643,22
2020-07-21,CZ071,CZ0713,93,82,0
2020-07-21,CZ071,CZ0714,90,87,1
2020-07-21,CZ071,CZ0715,53,53,0
2020-07-21,CZ072,CZ0721,44,40,0
2020-07-21,CZ072,CZ0722,191,144,2
2020-07-21,CZ072,CZ0723,66,52,0
2020-07-21,CZ072,CZ0724,155,148,2
2020-07-21,CZ080,CZ0801,29,28,1
2020-07-21,CZ080,CZ0802,677,504,11
2020-07-21,CZ080,CZ0803,2156,1748,11
2020-07-21,CZ080,CZ0804,172,124,6
2020-07-21,CZ080,CZ0805,248,214,10
2020-07-21,CZ080,CZ0806,746,612,36
2020-07-22,CZ010,CZ0100,2781,2380,109
2020-07-22,CZ020,CZ020A,256,209,4
2020-07-22,CZ020,CZ020B,54,46,2
2020-07-22,CZ020,CZ020C,21,21,0
2020-07-22,CZ020,CZ0201,98,91,1
2020-07-22,CZ020,CZ0202,102,90,1
2020-07-22,CZ020,CZ0203,142,124,6
2020-07-22,CZ020,CZ0204,99,90,1
2020-07-22,CZ020,CZ0205,93,51,0
2020-07-22,CZ020,CZ0206,146,110,2
2020-07-22,CZ020,CZ0207,63,58,1
2020-07-22,CZ020,CZ0208,95,75,2
2020-07-22,CZ020,CZ0209,298,250,4
2020-07-22,CZ031,CZ0311,49,43,0
2020-07-22,CZ031,CZ0312,23,23,0
2020-07-22,CZ031,CZ0313,34,21,0
2020-07-22,CZ031,CZ0314,18,15,0
2020-07-22,CZ031,CZ0315,45,36,5
2020-07-22,CZ031,CZ0316,43,39,1
2020-07-22,CZ031,CZ0317,22,19,0
2020-07-22,CZ032,CZ0321,354,347,8
2020-07-22,CZ032,CZ0322,92,89,0
2020-07-22,CZ032,CZ0323,114,105,2
2020-07-22,CZ032,CZ0324,42,37,5
2020-07-22,CZ032,CZ0325,24,21,0
2020-07-22,CZ032,CZ0326,8,8,0
2020-07-22,CZ032,CZ0327,54,50,2
2020-07-22,CZ041,CZ0411,317,282,35
2020-07-22,CZ041,CZ0412,88,82,3
2020-07-22,CZ041,CZ0413,72,71,0
2020-07-22,CZ042,CZ0421,54,48,0
2020-07-22,CZ042,CZ0422,29,27,1
2020-07-22,CZ042,CZ0423,273,257,11
2020-07-22,CZ042,CZ0424,31,25,3
2020-07-22,CZ042,CZ0425,47,36,6
2020-07-22,CZ042,CZ0426,66,62,0
2020-07-22,CZ042,CZ0427,87,86,0
2020-07-22,CZ051,CZ0511,19,12,0
2020-07-22,CZ051,CZ0512,126,85,2
2020-07-22,CZ051,CZ0513,157,122,2
2020-07-22,CZ051,CZ0514,49,44,1
2020-07-22,CZ052,CZ0521,85,76,1
2020-07-22,CZ052,CZ0522,35,27,1
2020-07-22,CZ052,CZ0523,72,70,0
2020-07-22,CZ052,CZ0524,22,19,1
2020-07-22,CZ052,CZ0525,36,31,1
2020-07-22,CZ053,CZ0531,103,96,0
2020-07-22,CZ053,CZ0532,163,149,5
2020-07-22,CZ053,CZ0533,45,36,3
2020-07-22,CZ053,CZ0534,33,24,2
2020-07-22,CZ063,CZ0631,101,92,3
2020-07-22,CZ063,CZ0632,69,19,0
2020-07-22,CZ063,CZ0633,2,2,0
2020-07-22,CZ063,CZ0634,41,34,1
2020-07-22,CZ063,CZ0635,54,44,0
2020-07-22,CZ064,CZ0641,38,36,0
2020-07-22,CZ064,CZ0642,338,284,6
2020-07-22,CZ064,CZ0643,107,93,3
2020-07-22,CZ064,CZ0644,141,107,14
2020-07-22,CZ064,CZ0645,28,16,0
2020-07-22,CZ064,CZ0646,46,43,0
2020-07-22,CZ064,CZ0647,102,82,0
2020-07-22,CZ071,CZ0711,10,10,0
2020-07-22,CZ071,CZ0712,702,644,22
2020-07-22,CZ071,CZ0713,94,82,0
2020-07-22,CZ071,CZ0714,90,87,1
2020-07-22,CZ071,CZ0715,53,53,0
2020-07-22,CZ072,CZ0721,44,40,0
2020-07-22,CZ072,CZ0722,191,144,2
2020-07-22,CZ072,CZ0723,66,53,0
2020-07-22,CZ072,CZ0724,158,148,2
2020-07-22,CZ080,CZ0801,29,28,1
2020-07-22,CZ080,CZ0802,699,516,12
2020-07-22,CZ080,CZ0803,2199,1792,11
2020-07-22,CZ080,CZ0804,175,126,6
2020-07-22,CZ080,CZ0805,249,215,10
2020-07-22,CZ080,CZ0806,750,618,36
2020-07-23,CZ010,CZ0100,2831,2391,109
2020-07-23,CZ020,CZ020A,261,210,4
2020-07-23,CZ020,CZ020B,54,46,2
2020-07-23,CZ020,CZ020C,21,21,0
2020-07-23,CZ020,CZ0201,99,91,1
2020-07-23,CZ020,CZ0202,104,90,1
2020-07-23,CZ020,CZ0203,144,124,6
2020-07-23,CZ020,CZ0204,99,92,1
2020-07-23,CZ020,CZ0205,93,53,0
2020-07-23,CZ020,CZ0206,149,110,2
2020-07-23,CZ020,CZ0207,64,58,1
2020-07-23,CZ020,CZ0208,96,76,2
2020-07-23,CZ020,CZ0209,306,254,4
2020-07-23,CZ031,CZ0311,50,43,0
2020-07-23,CZ031,CZ0312,23,23,0
2020-07-23,CZ031,CZ0313,34,21,0
2020-07-23,CZ031,CZ0314,19,15,0
2020-07-23,CZ031,CZ0315,45,36,5
2020-07-23,CZ031,CZ0316,43,39,1
2020-07-23,CZ031,CZ0317,23,19,0
2020-07-23,CZ032,CZ0321,354,347,8
2020-07-23,CZ032,CZ0322,94,89,0
2020-07-23,CZ032,CZ0323,117,105,2
2020-07-23,CZ032,CZ0324,42,37,5
2020-07-23,CZ032,CZ0325,24,21,0
2020-07-23,CZ032,CZ0326,8,8,0
2020-07-23,CZ032,CZ0327,54,50,2
2020-07-23,CZ041,CZ0411,317,282,35
2020-07-23,CZ041,CZ0412,88,82,3
2020-07-23,CZ041,CZ0413,72,71,0
2020-07-23,CZ042,CZ0421,55,48,0
2020-07-23,CZ042,CZ0422,29,27,1
2020-07-23,CZ042,CZ0423,277,258,11
2020-07-23,CZ042,CZ0424,31,25,3
2020-07-23,CZ042,CZ0425,48,36,6
2020-07-23,CZ042,CZ0426,66,62,0
2020-07-23,CZ042,CZ0427,91,86,0
2020-07-23,CZ051,CZ0511,19,12,0
2020-07-23,CZ051,CZ0512,129,85,2
2020-07-23,CZ051,CZ0513,157,125,2
2020-07-23,CZ051,CZ0514,49,44,1
2020-07-23,CZ052,CZ0521,89,78,1
2020-07-23,CZ052,CZ0522,36,27,1
2020-07-23,CZ052,CZ0523,72,70,0
2020-07-23,CZ052,CZ0524,22,19,1
2020-07-23,CZ052,CZ0525,36,31,1
2020-07-23,CZ053,CZ0531,103,99,0
2020-07-23,CZ053,CZ0532,163,149,5
2020-07-23,CZ053,CZ0533,46,37,3
2020-07-23,CZ053,CZ0534,38,24,2
2020-07-23,CZ063,CZ0631,104,92,3
2020-07-23,CZ063,CZ0632,87,19,0
2020-07-23,CZ063,CZ0633,4,2,0
2020-07-23,CZ063,CZ0634,42,35,1
2020-07-23,CZ063,CZ0635,58,44,0
2020-07-23,CZ064,CZ0641,38,36,0
2020-07-23,CZ064,CZ0642,351,285,6
2020-07-23,CZ064,CZ0643,107,94,3
2020-07-23,CZ064,CZ0644,146,108,14
2020-07-23,CZ064,CZ0645,31,16,0
2020-07-23,CZ064,CZ0646,51,43,0
2020-07-23,CZ064,CZ0647,104,82,0
2020-07-23,CZ071,CZ0711,10,10,0
2020-07-23,CZ071,CZ0712,704,647,22
2020-07-23,CZ071,CZ0713,98,82,0
2020-07-23,CZ071,CZ0714,91,87,1
2020-07-23,CZ071,CZ0715,53,53,0
2020-07-23,CZ072,CZ0721,44,40,0
2020-07-23,CZ072,CZ0722,194,145,2
2020-07-23,CZ072,CZ0723,67,53,0
2020-07-23,CZ072,CZ0724,161,148,2
2020-07-23,CZ080,CZ0801,30,28,1
2020-07-23,CZ080,CZ0802,713,522,12
2020-07-23,CZ080,CZ0803,2212,1818,12
2020-07-23,CZ080,CZ0804,178,135,6
2020-07-23,CZ080,CZ0805,251,217,10
2020-07-23,CZ080,CZ0806,760,621,36
2020-07-24,CZ010,CZ0100,2913,2403,109
2020-07-24,CZ020,CZ020A,267,212,4
2020-07-24,CZ020,CZ020B,54,46,2
2020-07-24,CZ020,CZ020C,21,21,0
2020-07-24,CZ020,CZ0201,102,92,1
2020-07-24,CZ020,CZ0202,112,90,1
2020-07-24,CZ020,CZ0203,145,124,6
2020-07-24,CZ020,CZ0204,100,92,1
2020-07-24,CZ020,CZ0205,93,56,0
2020-07-24,CZ020,CZ0206,154,111,2
2020-07-24,CZ020,CZ0207,64,58,1
2020-07-24,CZ020,CZ0208,97,78,2
2020-07-24,CZ020,CZ0209,313,254,4
2020-07-24,CZ031,CZ0311,52,43,0
2020-07-24,CZ031,CZ0312,23,23,0
2020-07-24,CZ031,CZ0313,35,21,0
2020-07-24,CZ031,CZ0314,21,15,0
2020-07-24,CZ031,CZ0315,48,36,5
2020-07-24,CZ031,CZ0316,43,39,1
2020-07-24,CZ031,CZ0317,25,21,0
2020-07-24,CZ032,CZ0321,354,347,8
2020-07-24,CZ032,CZ0322,94,89,0
2020-07-24,CZ032,CZ0323,121,105,2
2020-07-24,CZ032,CZ0324,42,37,5
2020-07-24,CZ032,CZ0325,24,21,0
2020-07-24,CZ032,CZ0326,9,8,0
2020-07-24,CZ032,CZ0327,54,50,2
2020-07-24,CZ041,CZ0411,317,282,35
2020-07-24,CZ041,CZ0412,88,82,3
2020-07-24,CZ041,CZ0413,72,71,0
2020-07-24,CZ042,CZ0421,55,48,0
2020-07-24,CZ042,CZ0422,30,27,1
2020-07-24,CZ042,CZ0423,281,258,11
2020-07-24,CZ042,CZ0424,31,25,3
2020-07-24,CZ042,CZ0425,49,36,6
2020-07-24,CZ042,CZ0426,67,62,0
2020-07-24,CZ042,CZ0427,92,86,0
2020-07-24,CZ051,CZ0511,19,12,0
